;Order;PID;MS_SubClass;Lot_Frontage;Lot_Area;Overall_Qual;Overall_Cond;Year_Built;Mas_Vnr_Area;BsmtFin SF 1;BsmtFin SF 2;Bsmt_Unf_SF;Total_Bsmt_SF;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Gr_Liv_Area;Bsmt Full Bath;Bsmt Half Bath;Full_Bath;Half_Bath;Bedroom_AbvGr;Kitchen AbvGr;Garage_Yr_Blt;Garage_Cars;Garage_Area;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Misc Val;Mo Sold;Yr Sold;Sale_Price;DEDED
1284;1284;902100020;20;56;9836;6;5;2008;0;96;0;96;192;1133;0;0;1133;1;0;1;0;3;1;2008;1;308;0;175;0;0;0;0;0;12;2008;143000;143000
1285;1285;902100030;30;30;5232;5;5;1925;0;0;0;680;680;764;0;0;764;0;0;1;0;2;1;1965;2;504;0;0;0;0;0;0;0;6;2008;73000;73000
1286;1286;902102060;70;60;10440;5;8;1904;0;0;0;650;650;958;581;0;1539;0;0;2;0;3;1;1983;2;686;70;78;68;0;0;0;0;6;2008;157500;157500
1287;1287;902103150;50;57;9184;5;7;1948;0;0;0;780;780;948;375;0;1323;0;0;1;0;3;1;1948;2;400;0;0;0;0;0;0;0;7;2008;122600;122600
1288;1288;902105010;70;80;4800;5;5;1910;0;0;0;680;680;680;680;0;1360;0;0;1;0;2;1;1910;1;330;192;50;0;0;0;0;0;1;2008;111000;111000
1289;1289;902105020;50;60;10440;6;7;1920;0;493;0;1017;1510;1584;1208;0;2792;0;0;2;0;5;1;1920;2;520;0;547;0;0;480;0;1150;6;2008;256000;256000
1290;1290;902105130;30;60;4800;5;4;1940;0;0;0;672;672;672;0;0;672;0;0;1;0;2;1;1950;1;256;0;0;0;0;0;0;0;8;2008;64000;64000
1291;1291;902107030;75;60;6000;6;7;1915;0;0;0;728;728;728;728;0;1456;0;0;1;1;4;1;1915;1;308;0;0;248;0;0;0;0;6;2008;139500;139500
1292;1292;902109080;190;63;11426;4;6;1910;0;0;0;828;828;828;658;108;1594;0;0;2;0;3;2;NA;0;0;0;172;109;0;0;0;0;6;2008;118000;118000
1293;1293;902109110;50;63;11426;7;5;2003;0;0;0;1362;1362;1362;720;0;2082;0;0;2;1;3;1;2003;2;484;280;238;0;0;0;0;0;6;2008;200000;200000
1294;1294;902109120;50;63;7628;4;6;1940;0;0;0;801;801;1095;561;0;1656;0;0;2;0;2;1;1958;2;440;187;0;0;0;0;0;0;5;2008;119164;119164
1295;1295;902109160;50;81;7308;5;5;1920;0;360;0;576;936;960;780;0;1740;0;0;1;0;2;1;1920;1;225;0;0;236;0;0;0;0;6;2008;122250;122250
1296;1296;902128075;30;60;5400;7;6;1920;0;0;0;931;931;1027;0;0;1027;0;1;1;0;2;1;NA;0;0;0;28;0;0;0;0;0;2;2008;120000;120000
1297;1297;902128150;190;60;10800;6;6;1940;0;590;0;294;884;884;552;0;1436;0;0;2;0;3;2;1940;2;828;0;0;126;0;0;0;0;5;2008;155000;155000
1298;1298;902134100;30;60;6756;5;6;1910;0;0;0;481;481;899;0;0;899;0;0;1;0;2;1;1930;1;200;0;0;96;0;0;0;0;9;2008;78000;78000
1299;1299;902136110;50;44;5914;5;9;1890;0;0;0;684;684;684;396;0;1080;0;0;1;0;3;1;NA;0;0;0;165;30;0;0;0;0;9;2008;95000;95000
1300;1300;902201120;20;50;6000;5;5;1948;0;104;169;516;789;789;0;0;789;0;0;1;0;2;1;1948;1;250;0;0;0;0;0;0;0;4;2008;115000;115000
1301;1301;902201140;20;100;12000;5;7;1948;0;144;608;172;924;1122;0;0;1122;1;0;1;0;2;1;1948;2;528;0;36;0;0;0;0;0;5;2008;147000;147000
1302;1302;902202090;50;75;9000;5;6;1946;0;445;0;459;904;904;595;0;1499;0;0;1;0;3;1;1959;3;869;0;20;0;0;0;0;0;6;2008;140000;140000
1303;1303;902205070;20;62;7311;2;5;1946;0;0;0;407;407;407;0;0;407;0;0;1;0;1;1;1949;1;297;76;0;120;0;0;0;0;3;2008;46500;46500
1304;1304;902205090;20;50;6000;5;6;1957;0;308;0;620;928;928;0;0;928;0;0;1;0;3;1;1957;1;288;0;0;0;0;0;0;0;6;2008;112500;112500
1305;1305;902205140;20;50;6000;4;7;1954;0;0;0;901;901;901;0;0;901;0;0;1;0;2;1;1954;1;281;0;0;0;0;0;0;0;8;2008;107900;107900
1306;1306;902207120;20;103;12205;3;1;1949;0;0;0;448;448;1588;0;0;1588;0;0;2;0;5;1;NA;0;0;0;0;0;0;0;0;0;12;2008;65000;65000
1307;1307;902207220;75;87;18386;7;9;1880;0;0;0;1470;1470;1675;1818;0;3493;0;0;3;0;3;1;2003;3;870;302;0;0;0;0;0;0;5;2008;295000;295000
1308;1308;902300110;190;69;9142;5;5;1900;0;0;0;797;797;830;797;0;1627;0;0;2;0;4;2;1950;2;420;192;0;60;0;0;0;0;2;2008;139500;139500
1309;1309;902300215;50;100;12665;5;8;1915;0;0;0;876;876;876;540;0;1416;0;0;1;1;4;1;1949;3;720;418;0;194;0;0;0;0;6;2008;153900;153900
1310;1310;902300260;75;53;5350;7;8;1920;0;116;0;508;624;730;720;0;1450;0;0;1;0;3;1;1935;1;288;0;192;0;0;0;0;0;3;2008;132000;132000
1311;1311;902301140;70;34;4571;5;5;1916;0;0;0;624;624;624;720;0;1344;0;0;1;0;4;1;1916;3;513;0;0;96;0;0;0;0;5;2008;98000;98000
1312;1312;902301150;50;69;9143;5;7;1900;0;0;0;346;346;709;308;0;1017;0;0;1;0;2;1;1961;1;308;0;0;139;0;0;0;0;5;2008;114000;114000
1313;1313;902304060;190;60;9600;5;5;1920;0;234;0;739;973;1377;973;0;2350;0;0;2;0;4;2;1930;2;393;0;0;219;0;0;0;0;4;2008;130000;130000
1314;1314;902305080;75;60;9600;6;5;1917;0;319;0;416;735;1134;924;0;2058;0;0;1;1;3;1;1950;2;396;0;0;259;0;0;0;0;4;2008;129500;129500
1315;1315;902306120;70;60;6000;5;9;1905;0;0;0;572;572;884;656;0;1540;0;0;1;1;3;1;NA;0;0;240;77;0;0;0;0;0;2;2008;129400;129400
1316;1316;902306130;70;60;9600;7;9;1928;0;141;0;548;689;689;689;0;1378;0;0;2;0;3;1;1928;2;360;0;0;116;0;0;0;0;10;2008;161000;161000
1317;1317;902326060;190;60;10800;6;7;1905;0;0;0;482;482;1221;691;0;1912;0;0;2;0;3;2;2003;2;672;0;25;212;0;0;0;0;4;2008;163000;163000
1318;1318;902328040;75;35;6300;6;6;1914;0;0;0;742;742;742;742;0;1484;0;0;2;0;3;1;NA;0;0;0;291;134;0;0;0;0;6;2008;128000;128000
1319;1319;902330010;70;50;5250;8;5;1872;0;259;0;425;684;938;1215;205;2358;0;0;2;0;4;1;NA;0;0;0;54;20;0;0;0;0;12;2008;122000;122000
1320;1320;902401010;50;NA;5700;7;7;1926;0;0;0;572;572;572;539;0;1111;0;0;1;0;2;1;1982;1;288;0;0;176;0;0;0;0;8;2008;NA;116900
1321;1321;902401120;75;75;13500;10;9;1893;0;0;0;1237;1237;1521;1254;0;2775;0;0;3;1;3;1;1988;2;880;105;502;0;0;0;0;0;7;2008;325000;325000
1322;1322;902402260;70;60;11340;2;1;1920;0;0;0;723;723;723;363;0;1086;0;0;1;0;2;1;1920;2;400;0;24;144;0;0;0;0;11;2008;55000;55000
1323;1323;902405070;70;60;10800;7;7;1890;0;0;0;1313;1313;1313;1182;0;2495;0;0;2;0;5;1;1950;2;342;0;299;0;0;0;0;0;12;2008;184000;184000
1324;1324;902406020;20;65;9750;5;6;1959;164;200;0;784;984;984;0;0;984;1;0;1;0;2;1;1959;1;308;0;0;0;0;0;0;0;6;2008;110000;110000
1325;1325;902406090;50;81;12150;5;5;1954;335;0;0;1050;1050;1050;745;0;1795;0;0;2;0;4;1;1954;1;352;0;0;0;0;0;0;0;11;2008;131500;131500
1326;1326;902427045;20;70;12702;5;5;1956;0;0;0;0;0;882;0;0;882;0;0;1;0;2;1;1956;1;308;0;45;0;0;0;0;0;12;2008;97000;97000
1327;1327;902427150;20;52;8516;4;6;1958;0;0;0;869;869;1093;0;0;1093;0;0;1;0;2;1;1959;1;308;0;0;0;0;0;0;0;5;2008;115500;115500
1328;1328;903201030;30;55;7111;5;7;1928;0;406;273;329;1008;1143;0;0;1143;0;0;1;0;2;1;1992;1;288;265;0;0;0;0;0;0;7;2008;138000;138000
1329;1329;903204010;50;NA;7425;7;7;1945;0;0;0;672;672;1195;473;0;1668;0;0;1;1;3;1;1945;1;252;210;0;0;0;0;0;0;8;2008;NA;108000
1330;1330;903204095;40;50;9100;5;6;1930;0;0;0;742;742;779;0;156;935;0;0;1;0;2;1;1988;1;308;0;0;0;0;0;0;600;8;2008;79500;79500
1331;1331;903206070;50;NA;7010;5;5;1935;0;175;0;849;1024;1144;594;0;1738;0;0;2;0;3;1;1950;1;240;0;30;0;0;0;0;0;7;2008;NA;153000
1332;1332;903225050;45;50;6130;5;6;1924;0;784;0;0;784;784;0;0;784;1;0;1;0;2;1;NA;0;0;0;0;116;0;0;0;0;5;2008;109500;109500
1333;1333;903225140;50;50;5000;5;7;1941;0;600;0;72;672;832;378;0;1210;0;0;1;0;3;1;1941;1;240;0;0;0;0;0;0;0;5;2008;124000;124000
1334;1334;903225160;70;59;5870;6;9;1900;0;0;0;554;554;736;554;0;1290;0;0;1;1;3;1;1926;1;200;38;112;0;0;0;0;400;4;2008;106900;106900
1335;1335;903226060;50;50;6000;6;7;1940;0;521;0;460;981;1014;658;0;1672;0;0;1;1;3;1;1940;1;240;0;11;0;0;0;0;0;7;2008;164900;164900
1336;1336;903226150;30;50;6000;5;7;1924;0;0;0;949;949;949;0;0;949;0;0;1;0;2;1;1924;2;370;0;0;48;0;0;0;0;7;2008;119000;119000
1337;1337;903227080;50;50;6000;6;7;1929;0;0;0;862;862;950;208;0;1158;0;0;1;0;3;1;1929;1;208;0;0;112;0;0;0;0;7;2008;120000;120000
1338;1338;903228040;50;50;6000;6;7;1937;0;201;162;462;825;825;672;0;1497;0;0;2;0;3;1;2004;1;672;272;0;0;0;0;0;0;5;2008;157000;157000
1339;1339;903228060;50;50;6000;6;5;1939;0;264;0;475;739;874;468;0;1342;0;0;2;0;2;2;1939;1;240;0;0;0;0;0;0;0;4;2008;105000;105000
1340;1340;903228090;45;50;5000;6;7;1926;0;0;0;992;992;1013;0;0;1013;0;0;1;0;3;1;1926;1;160;0;0;101;0;0;0;0;4;2008;113000;113000
1341;1341;903230110;50;60;5520;5;7;1920;0;68;0;497;565;565;651;0;1216;1;0;1;0;3;1;1920;1;355;0;0;180;0;0;0;0;4;2008;115000;115000
1342;1342;903230120;20;99;5940;4;7;1946;0;NA;NA;NA;NA;896;0;0;896;NA;NA;1;0;2;1;1946;1;280;0;0;0;0;0;0;0;4;2008;79000;79000
1343;1343;903231080;50;52;6240;4;7;1929;0;80;0;624;704;624;512;0;1136;0;1;1;0;2;1;1990;1;336;0;365;80;0;0;0;0;8;2008;123000;123000
1344;1344;903232030;30;NA;6120;5;6;1945;0;0;0;0;0;808;0;0;808;0;0;1;0;1;1;1925;1;164;0;48;0;0;0;0;0;6;2008;NA;81300
1345;1345;903232090;50;52;6240;5;7;1930;0;0;0;1078;1078;1128;445;0;1573;0;0;2;0;3;1;1930;2;360;0;0;0;0;0;0;0;6;2008;162900;162900
1346;1346;903233080;50;52;6240;7;5;1939;0;300;240;449;989;1245;764;0;2009;0;0;2;0;4;1;1939;2;400;0;20;0;0;0;0;0;1;2008;150000;150000
1347;1347;903234090;70;51;6120;5;5;1923;0;203;0;897;1100;1226;676;0;1902;0;0;2;0;4;1;1960;2;576;0;139;55;0;0;0;0;10;2008;123500;123500
1348;1348;903234100;50;51;6120;7;5;1931;0;0;0;952;952;1022;752;0;1774;0;0;2;0;2;2;1931;2;468;90;0;205;0;0;0;0;4;2008;129900;129900
1349;1349;903235010;70;60;6155;6;8;1920;0;0;0;611;611;751;611;0;1362;0;0;2;0;3;1;1920;2;502;0;0;84;0;0;0;0;6;2008;128000;128000
1350;1350;903235100;30;60;6324;4;6;1927;0;0;0;520;520;520;0;0;520;0;0;1;0;1;1;1920;1;240;49;0;87;0;0;0;0;5;2008;68500;68500
1351;1351;903236010;50;50;8635;5;5;1948;0;336;41;295;672;1072;213;0;1285;1;0;1;0;2;1;1948;1;240;0;0;0;0;0;0;0;1;2008;127000;127000
1352;1352;903400180;50;64;13053;6;7;1923;0;0;0;833;833;1053;795;0;1848;0;0;1;1;4;1;1922;2;370;0;0;0;0;220;0;0;6;2008;207000;207000
1353;1353;903401020;50;60;9120;7;6;1925;0;329;0;697;1026;1133;687;0;1820;1;0;2;0;4;1;1925;1;240;0;100;0;0;0;0;0;6;2008;184000;184000
1354;1354;903401030;50;60;9144;6;4;1915;0;0;0;810;810;1170;546;0;1716;0;0;2;0;4;1;1970;2;672;0;195;0;0;0;0;0;3;2008;162500;162500
1355;1355;903401050;50;NA;9144;5;5;1940;0;399;0;484;883;988;517;0;1505;1;0;1;0;3;1;1940;1;240;0;0;0;0;0;0;0;7;2008;NA;145000
1356;1356;903425420;30;55;10267;6;7;1918;0;210;606;0;816;838;0;0;838;1;0;1;0;2;1;1961;1;275;0;0;112;0;0;0;0;5;2008;130000;130000
1357;1357;903426160;60;57;8094;6;8;1910;0;196;0;1046;1242;1242;742;0;1984;0;0;2;0;5;1;NA;1;360;64;0;180;0;0;0;1000;9;2008;160000;160000
1358;1358;903427090;70;NA;5100;8;7;1925;0;0;0;588;588;833;833;0;1666;0;0;1;0;3;1;1925;1;228;192;63;0;0;0;0;0;6;2008;NA;161000
1359;1359;903429010;50;63;4347;6;8;1910;0;0;0;796;796;825;784;0;1609;0;0;1;0;3;1;1910;1;228;0;182;0;0;0;0;0;6;2008;127500;127500
1360;1360;903452025;30;NA;6291;6;6;1930;0;0;0;768;768;768;0;0;768;0;0;1;0;1;1;1930;2;440;0;0;84;0;0;0;0;7;2008;NA;93850
1361;1361;903453050;70;60;10266;6;6;1952;0;372;0;396;768;768;768;0;1536;0;0;1;1;4;1;1952;1;308;0;216;80;0;0;0;0;5;2008;136000;136000
1362;1362;903454100;50;60;6876;6;6;1938;0;0;0;1272;1272;1272;0;697;1969;0;0;2;0;4;1;1938;2;400;0;34;0;0;0;0;0;11;2008;141000;141000
1363;1363;903455030;50;NA;10320;5;6;1915;0;0;0;880;880;880;428;0;1308;0;0;2;0;2;1;1950;2;400;0;0;117;0;0;0;0;4;2008;NA;120000
1364;1364;903455140;30;60;7200;6;7;1925;0;0;0;1040;1040;1040;0;0;1040;0;0;1;0;2;1;1993;2;320;0;132;0;0;0;0;0;7;2008;127500;127500
1365;1365;903456130;50;62;7006;6;6;1925;0;121;0;647;768;788;448;0;1236;1;0;2;0;3;1;1985;1;384;0;0;0;0;0;0;0;8;2008;127000;127000
1366;1366;903458110;50;NA;7920;6;7;1920;0;0;0;319;319;1035;371;0;1406;0;0;1;0;3;1;NA;0;0;0;144;0;0;0;0;0;3;2008;NA;89500
1367;1367;903475020;20;49;8235;5;7;1955;0;180;645;0;825;825;0;0;825;1;0;1;0;2;1;1963;2;720;140;50;0;0;0;0;0;6;2008;125000;125000
1368;1368;903476110;50;60;5586;6;7;1920;0;0;0;901;901;1088;110;0;1198;0;0;1;0;4;1;NA;0;0;0;98;0;0;0;0;0;9;2008;79900;79900
1369;1369;903481010;30;60;10320;5;8;1912;0;0;0;451;451;759;0;0;759;0;0;1;0;1;1;1997;2;576;40;0;0;0;0;0;0;8;2008;85000;85000
1370;1370;903481100;190;60;10320;3;3;1915;0;0;0;536;536;808;536;0;1344;0;0;2;0;3;2;NA;0;0;42;0;204;0;0;0;0;5;2008;82375;82375
1371;1371;903484020;50;60;10320;6;7;1906;0;0;0;756;756;756;713;0;1469;0;0;1;0;3;1;1906;1;216;57;0;239;0;0;0;0;6;2008;135000;135000
1372;1372;904100020;20;82;9488;5;6;1947;0;0;0;1046;1046;1054;0;0;1054;0;0;1;0;3;1;1947;1;240;0;60;122;0;0;0;0;9;2008;124000;124000
1373;1373;904100040;20;55;8250;5;5;1968;0;250;492;210;952;1211;0;0;1211;0;0;1;0;3;1;1968;1;322;0;63;0;0;0;0;0;8;2008;134000;134000
1374;1374;904100160;50;115;21286;5;5;1948;0;0;0;720;720;720;551;0;1271;0;0;2;0;4;1;1948;1;312;0;0;108;0;0;0;0;8;2008;135000;135000
1375;1375;904101170;50;80;17120;4;4;1959;0;0;0;0;0;1120;468;0;1588;0;0;2;0;4;1;1991;2;680;0;59;0;0;0;0;0;7;2008;134432;134432
1376;1376;904351280;190;62;10106;5;7;1940;0;351;181;112;644;808;547;0;1355;1;0;2;0;4;2;NA;0;0;140;0;0;0;0;0;0;9;2008;127500;127500
1377;1377;905100020;85;NA;11235;5;6;1963;0;784;0;197;981;1075;0;0;1075;1;0;1;0;3;1;1996;2;440;64;0;0;0;64;0;0;5;2008;NA;148000
1378;1378;905102170;20;70;11200;5;5;1965;0;906;0;134;1040;1040;0;0;1040;1;0;1;0;3;1;1965;1;384;0;0;0;0;0;0;0;2;2008;129500;129500
1379;1379;905103030;80;80;13014;6;5;1978;39;528;0;480;1008;1096;0;0;1096;1;0;1;0;3;1;1978;2;484;168;0;0;0;0;0;0;12;2008;157500;157500
1380;1380;905104080;20;NA;7162;5;7;1966;41;0;0;876;876;904;0;0;904;0;0;1;0;3;1;1966;1;408;0;0;0;0;0;0;0;12;2008;NA;109900
1381;1381;905104110;20;68;10265;5;7;1967;0;758;0;234;992;992;0;0;992;1;0;1;0;3;1;1967;1;294;204;0;0;0;0;0;600;7;2008;145000;145000
1382;1382;905104180;20;57;9764;5;7;1967;0;702;0;192;894;894;0;0;894;1;0;1;0;3;1;1967;2;450;0;0;0;0;0;0;0;5;2008;130000;130000
1383;1383;905107280;85;NA;7703;6;8;1978;40;450;0;0;450;1034;0;0;1034;0;1;1;0;3;1;1978;2;504;311;0;0;0;0;0;0;5;2008;NA;153000
1384;1384;905107380;20;NA;9981;5;5;1967;340;221;0;852;1073;1073;0;0;1073;0;0;1;0;3;1;1967;1;270;0;90;0;0;0;0;0;3;2008;NA;120000
1385;1385;905108170;85;NA;7400;5;5;1984;0;104;956;0;1060;1126;0;0;1126;1;0;1;0;2;1;1984;2;506;178;0;0;0;0;0;0;3;2008;NA;152000
1386;1386;905200090;90;60;12900;4;4;1969;0;1198;0;0;1198;1258;0;0;1258;2;0;0;2;0;2;1969;2;400;120;0;0;0;0;0;0;1;2008;108959;108959
1387;1387;905200100;190;60;12900;5;4;1920;0;1300;0;0;1300;1140;0;0;1140;1;0;1;0;3;1;1920;2;400;0;0;190;0;0;0;0;1;2008;95541;95541
1388;1388;905200160;20;NA;9000;5;3;1959;0;288;0;718;1006;1006;0;0;1006;0;0;1;0;3;1;NA;0;0;0;24;0;0;0;0;0;7;2008;NA;80000
1389;1389;905200510;20;NA;8544;5;6;1966;0;0;0;1228;1228;1228;0;0;1228;0;0;1;1;3;1;1966;1;271;0;65;0;0;0;0;0;6;2008;NA;149350
1390;1390;905201020;20;94;9239;5;8;1963;0;634;0;326;960;960;0;0;960;1;0;1;0;3;1;1963;1;300;168;0;0;0;0;0;0;5;2008;144900;144900
1391;1391;905201110;20;88;14175;6;8;1956;0;776;0;212;988;1188;0;0;1188;1;0;1;0;1;1;1956;2;621;102;89;231;0;0;0;0;6;2008;185000;185000
1392;1392;905201120;20;NA;13284;5;5;1954;0;1064;0;319;1383;1383;0;0;1383;1;0;1;0;3;1;1954;1;354;511;116;0;0;0;0;0;6;2008;NA;165000
1393;1393;905202230;20;NA;13500;6;7;1960;0;429;1080;93;1602;1252;0;0;1252;1;0;1;0;1;1;1960;2;564;409;0;0;0;0;0;0;3;2008;NA;235000
1394;1394;905225040;80;85;13825;5;6;1958;0;0;0;533;533;1021;580;0;1601;0;1;1;0;3;1;1958;1;300;280;34;0;0;0;0;0;12;2008;140000;140000
1395;1395;905226030;30;60;10200;5;8;1940;0;0;0;672;672;672;0;0;672;0;0;1;0;2;1;1940;1;240;168;0;0;0;0;0;0;8;2008;108000;108000
1396;1396;905226110;190;NA;10532;5;3;1960;275;988;0;0;988;1721;0;0;1721;1;0;2;0;3;1;1960;2;626;50;84;0;0;0;0;0;12;2008;NA;145000
1397;1397;905227050;50;63;8375;5;7;1941;0;336;0;240;576;864;486;0;1350;1;0;1;1;2;1;1973;3;627;0;0;0;0;0;0;0;6;2008;152400;152400
1398;1398;905300020;80;NA;10200;5;8;1970;0;704;0;160;864;904;0;0;904;0;0;1;0;3;1;1979;3;912;143;0;0;0;0;0;0;6;2008;NA;144000
1399;1399;905351089;120;NA;2887;6;5;1996;0;1003;0;288;1291;1291;0;0;1291;1;0;1;0;2;1;1996;2;431;307;0;0;0;0;0;0;11;2008;NA;173000
1400;1400;905352030;60;83;10005;7;5;1977;299;392;0;768;1160;1156;866;0;2022;0;0;2;1;4;1;1977;2;505;288;117;0;0;0;0;0;3;2008;192000;192000
1401;1401;905352070;20;82;20270;7;6;1979;0;599;0;925;1524;1524;0;0;1524;1;0;2;0;3;1;1979;2;478;140;0;0;0;0;0;0;4;2008;245000;245000
1402;1402;905401045;20;73;39104;7;7;1954;0;226;1063;96;1385;1363;0;0;1363;1;0;1;0;2;1;1954;2;439;81;0;0;0;0;0;0;4;2008;241500;241500
1403;1403;905401060;20;NA;53227;4;6;1954;0;1116;0;248;1364;1663;0;0;1663;1;0;1;0;2;1;1954;2;529;224;137;0;0;0;0;0;3;2008;NA;256000
1404;1404;905402090;80;124;11512;6;7;1959;84;719;0;300;1019;1357;0;0;1357;1;0;1;0;2;1;1959;1;312;0;0;0;0;163;0;0;5;2008;177000;177000
1405;1405;905403060;50;50;5190;7;5;1948;0;0;0;570;570;617;462;0;1079;0;0;1;0;2;1;1948;1;249;135;0;0;0;0;0;0;1;2008;125600;125600
1406;1406;905403150;20;85;10452;6;5;1953;216;500;0;594;1094;1094;0;0;1094;0;0;1;0;3;1;1953;2;495;0;0;0;0;287;0;0;6;2008;155000;155000
1407;1407;905425125;50;75;45600;6;8;1908;0;0;0;907;907;1307;1051;0;2358;0;0;3;0;5;1;1908;2;360;486;40;0;0;175;0;0;9;2008;240000;240000
1408;1408;905426030;30;85;19550;5;7;1940;0;1035;0;545;1580;1518;0;0;1518;1;0;1;0;2;1;NA;0;0;0;39;0;0;0;0;0;1;2008;260000;260000
1409;1409;905427050;50;66;21780;6;7;1918;0;0;0;1163;1163;1163;511;0;1674;0;0;2;0;4;1;1955;2;396;72;36;0;0;144;0;0;7;2008;185000;185000
1410;1410;905427070;70;120;13728;6;7;1935;0;626;0;501;1127;1236;872;0;2108;0;0;2;0;4;1;1935;2;540;0;0;0;0;90;0;0;7;2008;235000;235000
1411;1411;905451330;20;68;9571;5;6;1956;0;870;0;639;1509;1509;0;0;1509;1;0;1;0;3;1;1956;1;322;158;0;0;0;576;0;0;7;2008;159900;159900
1412;1412;905452070;90;50;9350;5;5;1975;0;864;0;0;864;864;0;0;864;1;0;1;0;2;1;NA;0;0;0;0;0;0;0;0;0;4;2008;99600;99600
1413;1413;905452120;60;50;9360;6;8;1962;216;324;0;297;621;621;648;0;1269;0;0;1;1;3;1;1962;1;280;0;236;0;0;0;0;0;11;2008;134500;134500
1414;1414;905476120;50;50;8405;5;8;1900;0;241;391;229;861;961;406;0;1367;1;0;1;0;4;1;1978;1;384;0;130;112;0;0;0;0;4;2008;119000;119000
1415;1415;905477050;190;70;7000;5;7;1910;0;969;0;148;1117;820;527;0;1347;1;0;1;0;3;1;NA;0;0;85;0;148;0;0;0;0;1;2008;107500;107500
1416;1416;905479110;190;68;10880;5;5;1950;0;1040;0;124;1164;1164;0;0;1164;1;0;1;0;3;1;1950;1;240;0;48;0;0;0;0;0;8;2008;125000;125000
1417;1417;905480150;50;60;9600;6;5;1924;0;0;0;572;572;572;524;0;1096;0;0;1;0;2;1;NA;0;0;0;8;128;0;0;0;0;4;2008;79000;79000
1418;1418;905480240;50;60;9084;5;6;1941;0;236;380;0;616;616;495;0;1111;0;1;1;0;3;1;1941;1;200;48;0;0;0;0;0;0;3;2008;95000;95000
1419;1419;906204150;60;86;11839;7;5;1990;99;1085;0;390;1475;1532;797;0;2329;1;0;2;1;4;1;1990;2;514;192;121;0;0;0;0;0;5;2008;262280;262280
1420;1420;906204280;60;NA;9771;6;5;1995;190;779;0;298;1077;1093;1721;0;2814;0;1;2;1;4;1;1995;2;614;48;32;0;0;216;0;0;6;2008;NA;260000
1421;1421;906223110;20;80;9938;7;5;1994;251;1271;0;331;1602;1626;0;0;1626;1;0;2;1;3;1;1994;2;534;424;40;0;0;0;0;0;4;2008;226500;226500
1422;1422;906223140;60;NA;14171;7;5;1993;0;355;0;457;812;1101;1099;0;2200;0;0;2;1;4;1;1993;2;453;168;98;0;0;0;0;0;12;2008;NA;225000
1423;1423;906223220;80;85;10541;7;5;1996;0;0;0;672;672;1302;735;0;2037;0;0;2;1;3;1;1996;2;472;100;33;0;0;0;0;0;2;2008;229000;229000
1424;1424;906378190;60;65;10616;7;5;2007;0;0;0;628;628;628;728;0;1356;0;0;2;1;3;1;2007;2;484;100;24;0;0;0;0;0;3;2008;177439;177439
1425;1425;906380030;20;65;9345;8;5;2007;156;0;0;1615;1615;1615;0;0;1615;0;0;2;0;3;1;2007;3;864;168;30;0;0;0;0;0;5;2008;248500;248500
1426;1426;906412010;20;91;11778;9;5;2008;554;2085;0;186;2271;2276;0;0;2276;1;0;2;0;3;1;2008;3;1348;0;0;70;0;255;0;0;6;2008;475000;475000
1427;1427;906412050;20;91;11778;9;5;2008;402;1153;0;598;1751;1766;0;0;1766;1;0;2;1;3;1;2008;3;874;216;36;0;0;0;0;0;12;2008;395039;395039
1428;1428;906420130;60;59;11228;7;5;1993;0;50;531;499;1080;1080;1017;0;2097;0;1;2;1;3;1;1993;3;678;196;187;0;0;0;0;0;12;2008;228000;228000
1429;1429;906424010;80;NA;11454;8;5;1995;302;770;0;631;1401;1511;0;0;1511;1;0;2;0;3;1;1995;3;811;168;42;0;0;0;0;0;2;2008;NA;225000
1430;1430;906475100;20;NA;11500;6;6;1966;0;262;723;197;1182;1643;0;0;1643;1;0;2;0;2;1;1966;2;438;339;0;0;0;0;0;0;3;2008;NA;195000
1431;1431;906476030;60;79;12798;6;5;1997;0;462;0;154;616;616;1072;0;1688;1;0;2;1;4;1;1997;2;603;403;114;185;0;0;0;400;5;2008;200000;200000
1432;1432;907126030;20;65;9750;5;7;1994;0;722;0;268;990;990;0;0;990;1;0;1;0;3;1;1997;2;528;168;0;0;0;0;0;0;8;2008;155000;155000
1433;1433;907135020;20;75;9525;5;6;1995;0;0;0;1099;1099;1099;0;0;1099;0;0;1;1;3;1;1999;1;352;278;0;0;0;0;0;0;6;2008;144000;144000
1434;1434;907135260;20;57;9245;5;5;1994;0;686;0;304;990;990;0;0;990;0;1;1;0;3;1;1996;2;672;0;0;0;0;0;0;0;2;2008;145000;145000
1435;1435;907175080;20;NA;8696;7;5;1997;150;1308;0;110;1418;1418;0;0;1418;1;0;2;0;3;1;1997;2;558;208;110;0;0;0;0;0;5;2008;NA;226001
1436;1436;907176010;60;NA;13142;6;5;1997;128;688;0;176;864;872;899;0;1771;1;0;2;1;3;1;1997;2;600;0;96;0;0;0;0;0;7;2008;NA;215700
1437;1437;907181120;60;68;8998;7;5;2000;120;527;0;255;782;782;870;0;1652;0;0;2;1;3;1;2000;2;532;0;70;0;0;0;0;0;6;2008;207500;207500
1438;1438;907181140;60;68;9179;7;5;1999;158;633;0;240;873;882;908;0;1790;1;0;2;1;3;1;1999;2;588;0;88;0;0;0;0;0;6;2008;193000;193000
